REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
07/06/2021, 11:00 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,72.0,Calm,,,,,44.38342973,-72.77419367
07/12/2021, 11:00 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,80.0,Calm,,,,,44.38346096,-72.77408874
07/20/2021, 11:00 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,78.0,Calm,,,,,44.38346096,-72.77408874
07/26/2021, 10:31 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,78.0,Calm,,,,,44.38346096,-72.77408874
08/09/2021, 2:48 PM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,79.0,Calm,,,,,44.38346096,-72.77408874
08/16/2021, 12:00 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,78.0,Calm,,,,,44.38346096,-72.77408874
08/25/2021, 11:19 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,80.0,Calm,,,,,44.38346096,-72.77408874
08/29/2021, 11:30 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,79.0,Calm,,,,,44.38346096,-72.77408874
09/07/2021, 1:00 PM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,72.0,Calm,,,,,44.38346096,-72.77408874
09/13/2021, 11:27 AM, Waterbury Reservoir , Other, Waterbury ,490.0, Waterbury Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,71.0,Calm,,,,,44.38346096,-72.77408873
06/24/2021, 11:30 AM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,75.0,Calm,,,,,44.53210021,-73.09606571
07/01/2021, 12:21 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,73.0,Calm,,,,,44.53249182,-73.09625728
07/07/2021, 11:52 AM,Indian Brook Reservoir,Other,Essex Junction,491.0,"Indian Brook Reservoir, Upper Lot Picnic Access",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,No,73.0,Calm,,,,,44.53210021,-73.09606571
07/15/2021, 2:38 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,No,75.0,Calm,,,,,44.53207347,-73.09603476
07/20/2021, 4:05 PM,Indian Brook Reservoir,Other,Essex,491.0,"Indian Brook Reservoir, Upper Lot Picnic Access",2 - Cyano present - less than bloom levels (include photos),Supplemental,General Public,Low Alert,None at this time,,Calm,,,,,44.5312809,-73.09696883
07/29/2021, 1:39 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,72.0,Calm,,,,,44.5301767,-73.09748315
08/05/2021, 3:47 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,78.0,Calm,,,,,44.53352274,-73.09326548
08/13/2021, 2:17 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,84.0,Calm,,,,,44.52791273,-73.09234404
08/19/2021, 1:15 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,LCC Volunteer,Generally Safe,,74.0,Calm,,,,,44.76118738,-72.99582745
08/25/2021, 2:41 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Looks good,80.0,Calm,,,,,44.53210021,-73.09606571
08/31/2021, 12:44 PM, Indian Brook Reservoir , Other, Essex ,491.0, Indian Brook Reservoir Boat Launch ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,76.0,Calm,,,,,44.53191665,-73.09602279
07/03/2021, 12:18 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.79326163,-73.3128108
07/10/2021, 2:39 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.79390499,-73.31297173
07/17/2021, 2:27 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,LCC Volunteer,Generally Safe,Occas grasses floating  & foam along the shore,,Calm,,,,,44.79305225,-73.3120276
07/24/2021, 12:40 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.7940053,-73.31323044
07/31/2021, 12:30 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,44.7940053,-73.31323044
08/07/2021, 1:29 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.7940053,-73.31323044
08/14/2021, 2:30 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,44.79423371,-73.31318752
08/21/2021, 2:25 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,2 - Cyano present - less than bloom levels (include photos),Routine - Weekly,LCC Volunteer,Low Alert,"Light Streaking of CB on the surface, over a large area",,Calm,,,,,44.7940053,-73.31323044
08/28/2021, 12:21 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.7940053,-73.31323044
09/04/2021, 12:24 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.7940053,-73.31323044
09/11/2021, 2:30 PM, Lake Champlain , Champlain - Inland Sea, North Hero ,492.0, West Shore Rd. North Hero 2 ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.7940053,-73.31323043
06/21/2021, 10:15 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,"Very windy, 1 foot waves at shore. Shale bottom",,White Caps,,,,,44.85513673,-73.29319229
06/28/2021, 12:00 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85507968,-73.29296332
07/05/2021, 11:16 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85487679,-73.29323836
07/13/2021, 11:50 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Rained briefly earlier in the morning.  Winds from south west.,,Rolling,,,,,44.85507895,-73.293309
07/19/2021, 3:02 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85507165,-73.29322916
07/26/2021, 10:31 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85521181,-73.29331724
08/02/2021, 10:08 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,LCC Volunteer,Generally Safe,Chopped up weeds in water near shore that settled in jar,,Rolling,,,,,44.85521988,-73.2929638
08/06/2021, 10:41 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Supplemental,LCC Volunteer,Generally Safe,"Went out to snorkel late Thursday afternoon and I noticed striations at the surface after the test window hours, so I ran a test this morning.  All looked fine, but I will try to check later again.",,Rolling,,,,,44.85514571,-73.29319618
08/09/2021, 11:56 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,"Broken up weeds,green algae near shore.  Walked out past the debris to sample.",,Rolling,,,,,44.85503573,-73.2931232
08/16/2021, 10:04 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85514619,-73.29320735
08/23/2021, 10:00 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,LCC Volunteer,Generally Safe,Suspended particles.  Think when sun comes out the particles might increase,,Calm,,,,,44.85514809,-73.2932843
08/30/2021, 11:55 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.8551206,-73.29323656
09/13/2021, 12:21 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,LCC Volunteer,Generally Safe,Green hue as far as I can see.  No scum,,White Caps,,,,,44.85503334,-73.29319606
09/15/2021, 10:50 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Supplemental,LCC Volunteer,Generally Safe,"Was 1d on Monday, retested and now 1a",,Rolling,,,,,44.85516002,-73.29324422
09/28/2021, 10:50 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85515653,-73.29313563
10/04/2021, 10:17 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.8552059,-73.29368933
10/08/2021, 3:10 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,3 - Cyano bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,"Was heading to the lake to paddle when I saw the bloom.  Solid 20 feet into lake, then striated but very green",,Calm,,,,,44.85514718,-73.2932089
10/10/2021, 1:02 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Photo taken at 1:17.  Forgot to write time on form,,Rolling,,,,,44.85515632,-73.29318156
10/21/2021, 2:27 PM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.85515962,-73.29322023
10/25/2021, 10:50 AM, Lake Champlain , Champlain - Main Lake North, Alburgh ,494.0, Point of the Tongue ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Raining,,Calm,,,,,44.85512563,-73.29340444
06/30/2021, 1:30 PM, Lake Champlain , Champlain - St. Albans Bay, St. Albans City ,498.0, Chilconi Cove ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,LCC Volunteer,Generally Safe,,65.0,Rolling,,,,,44.78466629,-73.18478885
07/07/2021, 11:10 AM, Lake Champlain , Champlain - St. Albans Bay, St. Albans City ,498.0, Chilconi Cove ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,68.0,Calm,,,,,44.78351664,-73.18523406
07/12/2021, 5:00 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,499.0, Shelburne Farms - Inn Beach ,3 - Cyano bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,,,Rolling,,,,,44.40056097,-73.27237385
07/15/2021, 1:00 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,499.0, Shelburne Farms - Inn Beach ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.40154214,-73.27048559
07/29/2021, 1:00 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,499.0, Shelburne Farms - Inn Beach ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.40056097,-73.27237385
10/14/2021, 1:30 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,499.0, Shelburne Farms - Inn Beach ,3 - Cyano bloom in progress (include photos),Supplemental,General Public,High Alert,"""I had no cell phone with me as I was kayaking through the bloom with a friend I am very familiar with blooms and my husband is a plant cell biologist at UVM It was an extensive bloom,both near and offshore. """,62.0,Calm,,,,,44.40064683,-73.27221936
07/12/2021, 3:40 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,3 - Cyano bloom in progress (include photos),Routine - Weekly,LCC Volunteer,High Alert,"Category 3, Large lime green patch about 100 feet from shore, that is approx. 200+ feet long. On the shoreline where the sample was taken appears to be a category 2.",,Calm,,,,,44.41414324,-73.21983715
07/16/2021, 1:07 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,1a - No Cyanobacteria Observed - clear water,Supplemental,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.41417056,-73.21980869
07/23/2021, 1:51 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.41427314,-73.21982724
08/12/2021, 1:15 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.41419429,-73.21980244
08/20/2021, 12:30 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,3 - Cyano bloom in progress (include photos),Routine - Weekly,LCC Volunteer,High Alert,Lime Green - pictures would not upload on prior report so trying in PDF format,,Rolling,,,,,44.41418018,-73.21980995
08/27/2021, 1:25 PM, Lake Champlain , Champlain - Main Lake Central, Shelburne ,500.0, Clearwater Road ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.41424485,-73.21977016
07/14/2021, 2:30 PM, Lake Champlain , Champlain - Inland Sea, Grand Isle ,501.0, East Shore North ,1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.76007423,-73.27216522
